un_no,psn,haz_class,sub_class,pg,nos,symbols
UN2943,Tetrahydrofurfurylamine,3,,III,N,
UN2698,Tetrahydrophthalic anhydrides with more than 0.05 percent of maleic anhydride,8,,III,N,
UN2410,"1,2,3,6-Tetrahydropyridine",3,,II,N,
UN2412,Tetrahydrothiophene,3,,II,N,
UN3423,"Tetramethylammonium hydroxide, solid",8,,II,N,
UN1835,Tetramethylammonium hydroxide solution,8,,II,N,
UN1835,Tetramethylammonium hydroxide solution,8,,III,N,
UN2749,Tetramethylsilane,3,,I,N,
UN0207,Tetranitroaniline,1.1D,,,N,
UN1510,Tetranitromethane,6.1,5.1,I,N,+
UN2413,Tetrapropylorthotitanate,3,,III,N,
UN0407,Tetrazol-1-acetic acid,1.4C,,,N,
UN0504,1H-Tetrazole,1.1D,,,N,
UN1857,"Textile waste, wet",4.2,,III,N,A I W
UN2573,Thallium chlorate,5.1,6.1,II,N,
UN1707,"Thallium compounds, n.o.s",6.1,,II,Y,G
UN2727,Thallium nitrate,6.1,5.1,II,N,
UN2785,4-Thiapentanal,6.1,,III,N,
UN2436,Thioacetic acid,3,,II,N,
UN2772,"Thiocarbamate pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",3,6.1,I,N,
UN2772,"Thiocarbamate pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",3,6.1,II,N,
UN3005,"Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1,3,I,N,
UN3005,"Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1,3,II,N,
UN3005,"Thiocarbamate pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1,3,III,N,
UN3006,"Thiocarbamate pesticide, liquid, toxic",6.1,,I,N,
UN3006,"Thiocarbamate pesticide, liquid, toxic",6.1,,II,N,
UN3006,"Thiocarbamate pesticide, liquid, toxic",6.1,,III,N,
UN2771,"Thiocarbamate pesticides, solid, toxic",6.1,,I,N,
UN2771,"Thiocarbamate pesticides, solid, toxic",6.1,,II,N,
UN2771,"Thiocarbamate pesticides, solid, toxic",6.1,,III,N,
UN2966,Thioglycol,6.1,,II,N,
UN1940,Thioglycolic acid,8,,II,N,
UN2936,Thiolactic acid,6.1,,II,N,
UN1836,Thionyl chloride,8,,I,N,
UN2414,Thiophene,3,,II,N,
UN2474,Thiophosgene,6.1,,I,N,+
UN1837,Thiophosphoryl chloride,8,,II,N,
UN3341,Thiourea dioxide,4.2,,II,N,
UN3341,Thiourea dioxide,4.2,,III,N,
UN1293,"Tinctures, medicinal",3,,II,N,
UN1293,"Tinctures, medicinal",3,,III,N,
UN3174,Titanium disulphide,4.2,,III,N,
UN1871,Titanium hydride,4.1,,II,N,
UN2546,"Titanium powder, dry",4.2,,I,N,
UN2546,"Titanium powder, dry",4.2,,II,N,
UN2546,"Titanium powder, dry",4.2,,III,N,
UN1352,"Titanium powder, wetted with not less than 25 percent water (a visible excess of water must be present) (a) mechanically produced, particle size less than 53 microns; (b) chemically produced, particle size less than 840 microns",4.1,,II,N,
UN2878,Titanium sponge granules or Titanium sponge powders,4.1,,III,N,
UN1838,Titanium tetrachloride,6.1,8,I,N,+
UN2869,Titanium trichloride mixtures,8,,II,N,
UN2869,Titanium trichloride mixtures,8,,III,N,
UN2441,"Titanium trichloride, pyrophoric or Titanium trichloride mixtures, pyrophoric",4.2,8,I,N,
UN1294,Toluene,3,,II,N,
UN2078,Toluene diisocyanate,6.1,,II,N,+
UN1708,"Toluidines, liquid",6.1,,II,N,+
UN3451,"Toluidines, solid",6.1,,II,N,
UN1709,"2,4-Toluylenediamine, solid or 2,4-Toluenediamine, solid",6.1,,III,N,
UN3418,"2,4-Toluylenediamine solution or 2,4-Toluenediamine solution",6.1,,III,N,
UN0450,"Torpedoes, liquid fueled, with inert head",1.3J,,,N,
UN0449,"Torpedoes, liquid fueled, with or without bursting charge",1.1J,,,N,
UN0329,Torpedoes with bursting charge,1.1E,,,N,
UN0330,Torpedoes with bursting charge,1.1F,,,N,
UN0451,Torpedoes with bursting charge,1.1D,,,N,
UN3488,"Toxic by inhalation liquid, flammable, corrosive, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,"3,8",I,Y,G
UN3489,"Toxic by inhalation liquid, flammable, corrosive, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",6.1,"3,8",I,Y,G
UN3381,"Toxic by inhalation liquid, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,,I,Y,G
UN3382,"Toxic by inhalation liquid, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",6.1,,I,Y,G
UN3383,"Toxic by inhalation liquid, flammable, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,3,I,Y,G
UN3384,"Toxic by inhalation liquid, flammable, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",6.1,3,I,Y,G
UN3385,"Toxic by inhalation liquid, water-reactive, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,4.3,I,Y,G
UN3386,"Toxic by inhalation liquid, water-reactive, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",6.1,4.3,I,Y,G
UN3490,"Toxic by inhalation liquid, water-reactive, flammable, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,"4.3,3",I,Y,G
UN3491,"Toxic by inhalation liquid, water-reactive, flammable, n.o.s. with an LC50 lower or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",6.1,"4.3,3",I,Y,G
UN3387,"Toxic by inhalation liquid, oxidizing, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,5.1,I,Y,G
UN3388,"Toxic by inhalation liquid, oxidizing, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",6.1,5.1,I,Y,G
UN3389,"Toxic by inhalation liquid, corrosive, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,8,I,Y,G
UN3390,"Toxic by inhalation liquid, corrosive, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",6.1,8,I,Y,G
UN3289,"Toxic liquid, corrosive, inorganic, n.o.s",6.1,8,I,Y,G
UN3289,"Toxic liquid, corrosive, inorganic, n.o.s",6.1,8,II,Y,G
UN3287,"Toxic liquid, inorganic, n.o.s",6.1,,I,Y,G
UN3287,"Toxic liquid, inorganic, n.o.s",6.1,,II,Y,G
UN3287,"Toxic liquid, inorganic, n.o.s",6.1,,III,Y,G
UN2927,"Toxic liquids, corrosive, organic, n.o.s.",6.1,8,I,Y,G
UN2927,"Toxic liquids, corrosive, organic, n.o.s.",6.1,8,II,Y,G
UN2929,"Toxic liquids, flammable, organic, n.o.s.",6.1,3,I,Y,G
UN2929,"Toxic liquids, flammable, organic, n.o.s.",6.1,3,II,Y,G
UN2810,"Toxic, liquids, organic, n.o.s.",6.1,,I,Y,G
UN2810,"Toxic, liquids, organic, n.o.s.",6.1,,II,Y,G
UN2810,"Toxic, liquids, organic, n.o.s.",6.1,,III,Y,G
UN3122,"Toxic liquids, oxidizing, n.o.s.",6.1,5.1,I,Y,G
UN3122,"Toxic liquids, oxidizing, n.o.s.",6.1,5.1,II,Y,G
UN3123,"Toxic liquids, water-reactive, n.o.s",6.1,4.3,I,Y,G
UN3123,"Toxic liquids, water-reactive, n.o.s",6.1,4.3,II,Y,G
UN3290,"Toxic solid, corrosive, inorganic, n.o.s",6.1,8,I,Y,G
UN3290,"Toxic solid, corrosive, inorganic, n.o.s",6.1,8,II,Y,G
UN3535,"Toxic solid, flammable, inorganic, n.o.s",6.1,,I,Y,G
UN3535,"Toxic solid, flammable, inorganic, n.o.s",6.1,4.1,II,Y,G
UN3288,"Toxic solid, inorganic, n.o.s.",6.1,,I,Y,G
UN3288,"Toxic solid, inorganic, n.o.s.",6.1,,II,Y,G
UN3288,"Toxic solid, inorganic, n.o.s.",6.1,,III,Y,G
UN2928,"Toxic solids, corrosive, organic, n.o.s.",6.1,8,I,Y,G
UN2928,"Toxic solids, corrosive, organic, n.o.s.",6.1,8,II,Y,G
UN2930,"Toxic solids, flammable, organic, n.o.s.",6.1,4.1,I,Y,G
UN2930,"Toxic solids, flammable, organic, n.o.s.",6.1,4.1,II,Y,G
UN2811,"Toxic solids, organic, n.o.s.",6.1,,I,Y,G
UN2811,"Toxic solids, organic, n.o.s.",6.1,,II,Y,G
UN2811,"Toxic solids, organic, n.o.s.",6.1,,III,Y,G
UN3086,"Toxic solids, oxidizing, n.o.s.",6.1,5.1,I,Y,G
UN3086,"Toxic solids, oxidizing, n.o.s.",6.1,5.1,II,Y,G
UN3124,"Toxic solids, self-heating, n.o.s.",6.1,4.2,I,Y,G
UN3124,"Toxic solids, self-heating, n.o.s.",6.1,4.2,II,Y,G
UN3125,"Toxic solids, water-reactive, n.o.s",6.1,4.3,I,Y,G
UN3172,"Toxins, extracted from living sources, liquid, n.o.s",6.1,,I,Y,G
UN3172,"Toxins, extracted from living sources, liquid, n.o.s",6.1,,II,Y,G
UN3172,"Toxins, extracted from living sources, liquid, n.o.s",6.1,,III,Y,G
UN3462,"Toxins, extracted from living sources, solid, n.o.s",6.1,,I,Y,G
UN3462,"Toxins, extracted from living sources, solid, n.o.s",6.1,,II,Y,G
UN3462,"Toxins, extracted from living sources, solid, n.o.s",6.1,,III,Y,G
NA0337,Toy Caps,1.4S,,,N,D
UN0212,Tracers for ammunition,1.3G,,,N,
UN0306,Tracers for ammunition,1.4G,,,N,
UN2609,Triallyl borate,6.1,,III,N,
UN2610,Triallylamine,3,8,III,N,
UN2764,"Triazine pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3,6.1,I,N,
UN2764,"Triazine pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",3,6.1,II,N,
UN2998,"Triazine pesticides, liquid, toxic",6.1,,I,N,
UN2998,"Triazine pesticides, liquid, toxic",6.1,,II,N,
UN2998,"Triazine pesticides, liquid, toxic",6.1,,III,N,
UN2997,"Triazine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1,3,I,N,
UN2997,"Triazine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1,3,II,N,
UN2997,"Triazine pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1,3,III,N,
UN2763,"Triazine pesticides, solid, toxic",6.1,,I,N,
UN2763,"Triazine pesticides, solid, toxic",6.1,,II,N,
UN2763,"Triazine pesticides, solid, toxic",6.1,,III,N,
UN2542,Tributylamine,6.1,,II,N,
UN3254,Tributylphosphane,4.2,,I,N,
UN1839,Trichloroacetic acid,8,,II,N,
UN2564,"Trichloroacetic acid, solution",8,,II,N,
UN2564,"Trichloroacetic acid, solution",8,,III,N,
UN2442,Trichloroacetyl chloride,8,6.1,II,N,+
UN2321,"Trichlorobenzenes, liquid",6.1,,III,N,
UN2322,Trichlorobutene,6.1,,II,N,
UN2831,"1,1,1-Trichloroethane",6.1,,III,N,
UN1710,Trichloroethylene,6.1,,III,N,
UN2468,"Trichloroisocyanuric acid, dry",5.1,,II,N,
UN1295,Trichlorosilane,4.3,"3,8",I,N,
UN2574,Tricresyl phosphate with more than 3 percent ortho isomer,6.1,,II,N,
UN2323,Triethyl phosphite,3,,III,N,
UN1296,Triethylamine,3,8,II,N,
UN2259,Triethylenetetramine,8,,II,N,
UN2699,Trifluoroacetic acid,8,,I,N,
UN3057,Trifluoroacetyl chloride,2.3,8,,N,
UN1082,"Trifluorochloroethylene, stabilized or Refrigerant gas R 1113",2.3,2.1,,N,
UN1984,Trifluoromethane or Refrigerant gas R 23,2.2,,,N,
UN3136,"Trifluoromethane, refrigerated liquid",2.2,,,N,
UN2035,"1,1,1-Trifluoroethane or Refrigerant gas, R 143a",2.1,,,N,
UN2942,2-Trifluoromethylaniline,6.1,,III,N,
UN2948,3-Trifluoromethylaniline,6.1,,II,N,
UN2324,Triisobutylene,3,,III,N,
UN2616,Triisopropyl borate,3,,II,N,
UN2616,Triisopropyl borate,3,,III,N,
NA9269,Trimethoxysilane,6.1,3,I,N,D
UN2416,Trimethyl borate,3,,II,N,
UN2329,Trimethyl phosphite,3,,III,N,
UN2438,Trimethylacetyl chloride,6.1,"8,3",I,N,
UN1083,"Trimethylamine, anhydrous",2.1,,,N,
UN1297,"Trimethylamine, aqueous solutions with not more than 50 percent trimethylamine by mass",3,8,I,N,
UN1297,"Trimethylamine, aqueous solutions with not more than 50 percent trimethylamine by mass",3,8,II,N,
UN1297,"Trimethylamine, aqueous solutions with not more than 50 percent trimethylamine by mass",3,8,III,N,
UN2325,"1,3,5-Trimethylbenzene",3,,III,N,
UN1298,Trimethylchlorosilane,3,8,II,N,
UN2326,Trimethylcyclohexylamine,8,,III,N,
UN2328,Trimethylhexamethylene diisocyanate,6.1,,III,N,
UN2327,Trimethylhexamethylenediamines,8,,III,N,
UN0216,Trinitro-m-cresol,1.1D,,,N,
UN0153,Trinitroaniline or Picramide,1.1D,,,N,
UN0213,Trinitroanisole,1.1D,,,N,
UN0214,"Trinitrobenzene, dry or wetted with less than 30 percent water, by mass",1.1D,,,N,
UN3367,"Trinitrobenzene, wetted, with not less than 10% water, by mass",4.1,,I,N,
UN1354,"Trinitrobenzene, wetted with not less than 30 percent water, by mass",4.1,,I,N,
UN0386,Trinitrobenzenesulfonic acid,1.1D,,,N,
UN0215,"Trinitrobenzoic acid, dry or wetted with less than 30 percent water, by mass",1.1D,,,N,
UN3368,"Trinitrobenzoic acid, wetted with not less than 10% water by mass",4.1,,I,N,
UN1355,"Trinitrobenzoic acid, wetted with not less than 30 percent water, by mass",4.1,,I,N,
UN0155,Trinitrochlorobenzene or Picryl chloride,1.1D,,,N,
UN3365,"Trinitrochlorobenzene (picryl chloride), wetted, with not less than 10% water by mass",4.1,,I,N,
UN0387,Trinitrofluorenone,1.1D,,,N,
UN0217,Trinitronaphthalene,1.1D,,,N,
UN0218,Trinitrophenetole,1.1D,,,N,
UN3364,"Trinitrophenol (picric acid), wetted, with not less than 10 percent water by mass",4.1,,I,N,
UN0154,"Trinitrophenol or Picric acid, dry or wetted with less than 30 percent water, by mass",1.1D,,,N,
UN1344,"Trinitrophenol, wetted with not less than 30 percent water, by mass",4.1,,I,N,
UN0208,Trinitrophenylmethylnitramine or Tetryl,1.1D,,,N,
UN0219,"Trinitroresorcinol or Styphnic acid, dry or wetted with less than 20 percent water, or mixture of alcohol and water, by mass",1.1D,,,N,
UN0394,"Trinitroresorcinol, wetted or Styphnic acid, wetted with not less than 20 percent water, or mixture of alcohol and water by mass",1.1D,,,N,
UN0388,Trinitrotoluene and Trinitrobenzene mixtures or TNT and trinitrobenzene mixtures or TNT and hexanitrostilbene mixtures or Trinitrotoluene and hexanitrostilnene mixtures,1.1D,,,N,
UN0389,Trinitrotoluene mixtures containing Trinitrobenzene and Hexanitrostilbene or TNT mixtures containing trinitrobenzene and hexanitrostilbene,1.1D,,,N,
UN0209,"Trinitrotoluene or TNT, dry or wetted with less than 30 percent water, by mass",1.1D,,,N,
UN3366,"Trinitrotoluene (TNT), wetted, with not less than 10 percent water by mass",4.1,,I,N,
UN1356,"Trinitrotoluene, wetted or TNT, wetted, with not less than 30 percent water by mass",4.1,,I,N,
UN2260,Tripropylamine,3,8,III,N,
UN2057,Tripropylene,3,,II,N,
UN2057,Tripropylene,3,,III,N,
UN2501,"Tris-(1-aziridinyl)phosphine oxide, solution",6.1,,II,N,
UN2501,"Tris-(1-aziridinyl)phosphine oxide, solution",6.1,,III,N,
UN0390,Tritonal,1.1D,,,N,
UN2196,Tungsten hexafluoride,2.3,8,,N,
UN1299,Turpentine,3,,III,N,
UN1300,Turpentine substitute,3,,I,N,
UN1300,Turpentine substitute,3,,II,N,
UN1300,Turpentine substitute,3,,III,N,
UN2330,Undecane,3,,III,N,
UN3507,"Uranium hexafluoride, radioactive material, excepted package, less than 0.1 kg per package, non-fissile or fissile-excepted",6.1,"7,8",I,N,
UN1511,Urea hydrogen peroxide,5.1,8,III,N,
UN0220,"Urea nitrate, dry or wetted with less than 20 percent water, by mass",1.1D,,,N,
UN3370,"Urea nitrate, wetted, with not less than 10 percent water by mass",4.1,,I,N,
UN1357,"Urea nitrate, wetted with not less than 20 percent water, by mass",4.1,,I,N,
UN2058,Valeraldehyde,3,,II,N,
UN2502,Valeryl chloride,8,3,II,N,
UN3285,"Vanadium compound, n.o.s",6.1,,I,Y,G
UN3285,"Vanadium compound, n.o.s",6.1,,II,Y,G
UN3285,"Vanadium compound, n.o.s",6.1,,III,Y,G
UN2443,Vanadium oxytrichloride,8,,II,N,
UN2862,"Vanadium pentoxide, non-fused form",6.1,,III,N,
UN2444,Vanadium tetrachloride,8,,I,N,
UN2475,Vanadium trichloride,8,,III,N,
UN2931,Vanadyl sulfate,6.1,,II,N,
UN3166,"Vehicle, flammable gas powered or Vehicle, fuel cell, flammable gas powered",9,,,N,
UN3166,"Vehicle, flammable liquid powered or Vehicle, fuel cell, flammable liquid powered",9,,,N,
UN1301,"Vinyl acetate, stabilized",3,,II,N,
UN1085,"Vinyl bromide, stabilized",2.1,,,N,
UN2838,"Vinyl butyrate, stabilized",3,,II,N,
UN1086,"Vinyl chloride, stabilized",2.1,,,N,
UN2589,Vinyl chloroacetate,6.1,3,II,N,
UN1302,"Vinyl ethyl ether, stabilized",3,,I,N,
UN1860,"Vinyl fluoride, stabilized",2.1,,,N,
UN1304,"Vinyl isobutyl ether, stabilized",3,,II,N,
UN1087,"Vinyl methyl ether, stabilized",2.1,,,N,
UN1303,"Vinylidene chloride, stabilized",3,,I,N,
UN3073,"Vinylpyridines, stabilized",6.1,"3,8",II,N,
UN2618,"Vinyltoluenes, stabilized",3,,III,N,
UN1305,Vinyltrichlorosilane,3,8,II,N,
UN0370,"Warheads, rocket with burster or expelling charge",1.4D,,,N,
UN0371,"Warheads, rocket with burster or expelling charge",1.4F,,,N,
UN0286,"Warheads, rocket with bursting charge",1.1D,,,N,
UN0287,"Warheads, rocket with bursting charge",1.2D,,,N,
UN0369,"Warheads, rocket with bursting charge",1.1F,,,N,
UN0221,"Warheads, torpedo with bursting charge",1.1D,,,N,
UN3129,"Water-reactive liquid, corrosive, n.o.s.",4.3,8,I,Y,G
UN3129,"Water-reactive liquid, corrosive, n.o.s.",4.3,8,II,Y,G
UN3129,"Water-reactive liquid, corrosive, n.o.s.",4.3,8,III,Y,G
UN3148,"Water-reactive liquid, n.o.s.",4.3,,I,Y,G
UN3148,"Water-reactive liquid, n.o.s.",4.3,,II,Y,G
UN3148,"Water-reactive liquid, n.o.s.",4.3,,III,Y,G
UN3130,"Water-reactive liquid, toxic, n.o.s",4.3,6.1,I,Y,G
UN3130,"Water-reactive liquid, toxic, n.o.s",4.3,6.1,II,Y,G
UN3130,"Water-reactive liquid, toxic, n.o.s",4.3,6.1,III,Y,G
UN3131,"Water-reactive solid, corrosive, n.o.s",4.3,8,I,Y,G
UN3131,"Water-reactive solid, corrosive, n.o.s",4.3,8,II,Y,G
UN3131,"Water-reactive solid, corrosive, n.o.s",4.3,8,III,Y,G
UN3132,"Water-reactive solid, flammable, n.o.s.",4.3,4.1,I,Y,G
UN3132,"Water-reactive solid, flammable, n.o.s.",4.3,4.1,III,Y,G
UN2813,"Water-reactive solid, n.o.s",4.3,,I,Y,G
UN2813,"Water-reactive solid, n.o.s",4.3,,II,Y,G
UN2813,"Water-reactive solid, n.o.s",4.3,,III,Y,G
UN3133,"Water-reactive, solid, oxidizing, n.o.s",4.3,5.1,II,Y,G
UN3133,"Water-reactive, solid, oxidizing, n.o.s",4.3,5.1,III,Y,G
UN3135,"Water-reactive solid, self-heating, n.o.s.",4.3,4.2,I,Y,G
UN3135,"Water-reactive solid, self-heating, n.o.s.",4.3,4.2,II,Y,G
UN3135,"Water-reactive solid, self-heating, n.o.s.",4.3,4.2,III,Y,G
UN3134,"Water-reactive solid, toxic, n.o.s",4.3,6.1,I,Y,G
UN3134,"Water-reactive solid, toxic, n.o.s",4.3,6.1,II,Y,G
UN3134,"Water-reactive solid, toxic, n.o.s",4.3,6.1,III,Y,G
UN1306,"Wood preservatives, liquid",3,,II,N,
UN1306,"Wood preservatives, liquid",3,,III,N,
UN1387,"Wool waste, wet",4.2,,III,N,A I W
UN3342,Xanthates,4.2,,II,N,
UN3342,Xanthates,4.2,,III,N,
UN2036,"Xenon, compressed",2.2,,,N,
UN2591,"Xenon, refrigerated liquid (cryogenic liquids)",2.2,,,N,
UN1307,Xylenes,3,,II,N,
UN1307,Xylenes,3,,III,N,
UN2261,"Xylenols, solid",6.1,,II,N,
UN3430,"Xylenols, liquid",6.1,,II,N,
UN1711,"Xylidines, liquid",6.1,,II,N,
UN3452,"Xylidines, solid",6.1,,II,N,
UN1701,"Xylyl bromide, liquid",6.1,,II,N,
UN3417,"Xylyl bromide, solid",6.1,,II,N,
UN1512,Zinc ammonium nitrite,5.1,,II,N,
UN1712,Zinc arsenate or Zinc arsenite or Zinc arsenate and zinc arsenite mixtures,6.1,,II,N,
UN1435,Zinc ashes,4.3,,III,N,
UN2469,Zinc bromate,5.1,,III,N,
UN1513,Zinc chlorate,5.1,,II,N,
UN2331,"Zinc chloride, anhydrous",8,,III,N,
UN1840,"Zinc chloride, solution",8,,III,N,
UN1713,Zinc cyanide,6.1,,I,N,
UN1931,Zinc dithionite or Zinc hydrosulfite,9,,III,N,
UN2855,Zinc fluorosilicate,6.1,,III,N,
UN1514,Zinc nitrate,5.1,,II,N,
UN1515,Zinc permanganate,5.1,,II,N,
UN1516,Zinc peroxide,5.1,,II,N,
UN1714,Zinc phosphide,4.3,6.1,I,N,
UN1436,Zinc powder or Zinc dust,4.3,4.2,I,N,
UN1436,Zinc powder or Zinc dust,4.3,4.2,II,N,
UN1436,Zinc powder or Zinc dust,4.3,4.2,III,N,
UN2714,Zinc resinate,4.1,,III,N,
UN2858,"Zirconium, dry, coiled wire, finished metal sheets, strip (thinner than 254 microns but not thinner than 18 microns)",4.1,,III,N,
UN2009,"Zirconium, dry, finished sheets, strip or coiled wire",4.2,,III,N,
UN1437,Zirconium hydride,4.1,,II,N,
UN2728,Zirconium nitrate,5.1,,III,N,
UN0236,"Zirconium picramate, dry or wetted with less than 20 percent water, by mass",1.3C,,,N,
UN1517,"Zirconium picramate, wetted with not less than 20 percent water, by mass",4.1,,I,N,
UN2008,"Zirconium powder, dry",4.2,,I,N,
UN2008,"Zirconium powder, dry",4.2,,II,N,
UN2008,"Zirconium powder, dry",4.2,,III,N,
UN1358,"Zirconium powder, wetted with not less than 25 percent water (a visible excess of water must be present) (a) mechanically produced, particle size less than 53 microns; (b) chemically produced, particle size less than 840 microns",4.1,,II,N,
